gm,c1,c2
Gm02.24184207,-0.03753101119,0.5082098806
Gm02.24256556,-0.04517458211,0.4941215844
Gm02.24258231,-0.06281823199,0.8051222036
Gm02.24259679,-0.01784280674,0.7978433213
Gm02.24260275,0.04732684605,0.7162082297
Gm02.24260409,0.01864707937,0.9396083536
Gm02.24261208,0.09297950572,0.2479112095
Gm02.24263639,0.03126642712,0.5713346383
Gm02.24264214,-0.1465269102,0.3903190388
Gm02.24264665,0.01749283903,0.8963676573
Gm02.24264740,-0.1577402871,0.3895330994
Gm02.24264742,0.1098567967,0.5827786951
Gm02.24264803,0.1188223039,0.1816104163
Gm02.24264848,-0.01158329296,0.940245381
Gm02.24269022,-0.01777872721,0.9099284229
Gm02.24269239,0.03612046654,0.7171539732
Gm02.24269404,-0.09186129101,0.1065595243
Gm02.24270427,0.2209749294,0.230595658
Gm02.24277267,-0.06849739422,0.6423527494
Gm02.24279556,-0.1581644583,0.4116955239
Gm02.24447501,-0.1088068116,0.5123636359
Gm02.24771276,0.2969013299,0.03748815128
Gm02.24772016,0.04549445931,0.550907354
Gm02.24772025,-0.03684229456,0.6169439182
Gm02.24976731,-0.0429468316,0.6493141809
Gm02.25144238,0.03577637667,0.8395561927
Gm02.25178673,-0.05964253761,0.4445143141
Gm02.25521093,0.2928789351,0.04007854693
Gm02.25522644,-0.0122964182,0.8268152124
Gm02.25529771,0.1808455718,0.3977770432
Gm02.25533909,0.08591528192,0.600257569
Gm02.25534221,-0.4878918661,0.01780883137
Gm02.25535252,-0.1088023553,0.3815504251
Gm02.25535276,-0.2224217112,0.1640482716
Gm02.25537501,0.3963835628,0.1959930366
Gm02.25538071,-0.1792618676,0.5744866137
Gm02.25608385,-0.0170919186,0.7574934508
Gm02.25609052,0.1246108365,0.6162306445
Gm02.25609194,0.2781245621,0.05977012516
Gm02.25789536,0.2571867162,0.3916734544
Gm02.25790239,-0.04454964416,0.8692992293
Gm02.25845654,-0.1768107756,0.05746789281
Gm02.25886271,-0.04734954156,0.6023969194
Gm02.25886322,0.07876339476,0.7027565067
Gm02.26010515,0.7283265958,0.0004665370251
Gm02.26010535,0.8426473062,0.0004356930305
Gm02.26010611,-0.2173674672,0.2220951153
Gm02.26013712,-0.04826189863,0.7116215917
Gm02.26013726,0.201116167,0.3442108031
Gm02.26020974,0.2694197872,0.404743203
Gm02.26034022,-0.1390297903,0.2528683222
Gm02.26039631,0.1280959428,0.5307637972
Gm02.26046643,0.3374199602,0.07676631441
Gm02.26051722,-0.2299164386,0.1193303091
Gm02.26051878,0.01900248225,0.8843300613
Gm02.26054196,0.005026735709,0.9842949699
Gm02.26054283,-0.1053215294,0.05603510665
Gm02.26057707,-0.1083369175,0.543136044
Gm02.26058028,-0.07872287721,0.5215359352
Gm02.26060629,0.08216697986,0.6865104855
Gm02.26060634,-0.06180504765,0.5701837466
Gm02.26060639,0.02332195596,0.9159823662
Gm02.26060725,0.1623037148,0.5852640229
Gm02.26060766,0.08122329045,0.6086290035
Gm02.26060773,-0.1129377459,0.4669777849
Gm02.26065861,-0.06833625879,0.3896631832
Gm02.26066713,0.01532528988,0.9403900256
Gm02.26114825,0.2349907433,0.3483586512
Gm02.26131793,-0.1217826391,0.4710801181
Gm02.26138452,-0.02946157346,0.8088742942
Gm02.26180770,0.005052718023,0.9666605022
Gm02.26183536,-0.07966683515,0.1597958139
Gm02.26336246,-0.1250158408,0.3252692956
Gm02.26356021,-0.1263800142,0.02568444623
Gm02.26380684,-0.2711473009,0.03112167497
Gm02.26595295,-0.5388053787,0.006548709697
Gm02.26598888,-0.2433487476,0.08857079069
Gm02.26598972,-0.4104920614,0.04328138031
Gm02.26600165,0.07070433515,0.7920991011
Gm02.26601054,-0.07670727301,0.1655418505
Gm02.26601714,-0.2512545832,0.1472850111
Gm02.26601938,0.02529436285,0.917389856
Gm02.26602270,0.1171183535,0.4307370841
Gm02.26602370,0.08958954882,0.6608908238
Gm02.26603088,0.03000548644,0.6966863951
Gm02.26610470,-0.06762859157,0.6860506146
Gm02.26653768,0.03112184055,0.8708337211
Gm02.26656843,-0.3418198288,0.2368429839
Gm02.26660989,0.02296724131,0.8561972247
Gm02.26705735,-0.03629795778,0.7764896259
Gm02.26875517,-0.0304061903,0.8181188601
Gm02.26943284,0.08532868852,0.4229449536
Gm02.27040594,-0.4974174424,0.04011198132
Gm02.27042123,-0.03990270041,0.4761603363
Gm02.27105040,0.02055956446,0.8467248753
Gm02.27208548,-0.1999719248,0.470100424
Gm02.27208561,-0.5457312176,0.02037104856
Gm02.27319636,-0.5660793273,0.01881448016
Gm02.27320122,0.03257386866,0.5904718284
Gm02.27321458,-0.2799704166,0.05308335468
Gm02.27323836,0.009423062886,0.865145779
Gm02.27325543,-0.07487722644,0.6055575512
Gm02.27325778,-0.2726904075,0.07830161811
Gm02.27326021,0.1684980531,0.4766182869
Gm02.27326443,-0.3545839116,0.1774096661
Gm02.27327242,0.2416736346,0.09555852993
Gm02.27362316,-0.2080379553,0.2202189972
Gm02.27370083,0.232967629,0.2619765506
Gm02.27370764,0.1051748603,0.5228401726
Gm02.27370949,-0.03129439554,0.8019071353
Gm02.27371018,-0.02735952261,0.776821408
Gm02.27396277,-0.1153912491,0.3480511684
Gm02.27419817,-0.1670616459,0.2342439495
Gm02.27470670,-0.1686341173,0.3026289763
Gm02.27536264,0.04476155258,0.7520891795
Gm02.27560621,-0.2956899376,0.2756743642
Gm02.27562937,-0.0768619977,0.7659867799
Gm02.27563524,-0.08994703408,0.558739558
Gm02.27577394,-0.1665994499,0.6150430941
Gm02.27579920,-0.09947167315,0.5730343192
Gm02.27580490,0.2013116106,0.248761466
Gm02.27580873,0.002104709659,0.9852392331
Gm02.27580926,-0.2872078596,0.1271343874
Gm02.27581674,-0.08683206044,0.6815654705
Gm02.27592590,-0.07826910542,0.739250936
Gm02.27660662,0.4055974362,0.03046191145
Gm02.27661946,0.1416815408,0.318790933
Gm02.27662381,0.6681627369,0.1902199199
Gm02.27789873,-0.03460667983,0.8144790256
Gm02.27797595,0.07960066465,0.4795901046
Gm02.27960740,0.2510052618,0.3623316248
Gm02.28034765,0.1045234282,0.5482441245
Gm02.28055166,0.1190817732,0.521332936
Gm02.28134704,-0.2933548994,0.2309216141
Gm02.28135071,0.1343256795,0.2799868257
Gm02.28168576,-0.006315633274,0.9555128926
Gm02.28168618,0.07497309091,0.5191397619
Gm02.28168767,0.09277962429,0.6163035297
Gm02.28168939,-0.04308930525,0.7570224128
Gm02.28168963,-0.196709204,0.4031536175
Gm02.28280988,-0.01726040948,0.9266246114
Gm02.28629666,0.1693443398,0.01828363971
Gm02.28629815,0.01435668934,0.9362696595
Gm02.28630306,-0.2869160337,0.2451860867
Gm02.28723384,-0.1596273799,0.5310014254
Gm02.28903890,-0.04188669873,0.5597063445
Gm02.28933991,-0.1657575746,0.3773124885
Gm02.28934741,-0.1369838092,0.1158761625
Gm02.28934780,0.4009093012,0.07813925168
Gm02.28963985,0.0333531854,0.8663201775
Gm02.28964501,-0.01035500451,0.8634454374
Gm02.29536270,-0.0004034473477,0.994581696
Gm02.29538818,0.02412928776,0.7410407652
Gm02.29596226,-0.06373964623,0.3634814168
Gm02.29597974,0.08464077374,0.6448959024
Gm02.29599124,0.0009413060974,0.9956777149
Gm02.29806051,0.02691659733,0.6491178444
Gm02.30018654,0.02605659217,0.9306611843
Gm02.30020158,0.01994848598,0.8232925374
Gm02.30021199,0.06514193119,0.2896133579
Gm02.30216072,-0.02938045638,0.6170303389
Gm02.30217090,-0.07413022111,0.7229914234
Gm02.30218938,-0.2543051562,0.1419876191
Gm02.30219637,0.0005734460147,0.9983998258
Gm02.30220086,0.05278176218,0.4236029346
Gm02.30220365,0.2687041401,0.06225537704
Gm02.30220442,-0.1117007987,0.6386202161
Gm02.30220809,-0.2174118971,0.361953642
Gm02.30223865,-0.07629438029,0.5416311651
Gm02.30224329,0.2906251561,0.3146825855
Gm02.30224349,-0.1112774077,0.7121305775
Gm02.30224374,-0.2108809943,0.4124366102
Gm02.30224393,0.03594987657,0.803352947
Gm02.30231980,0.4706925845,0.04378864227
Gm02.30286664,0.2797305329,0.2048443728
Gm02.30287952,0.1093862586,0.06537640059
Gm02.30293396,0.2426605087,0.1122653438
Gm02.30294221,0.09097679125,0.5826472477
Gm02.30356086,-0.206396371,0.1782891549
Gm02.30356369,-0.07661591606,0.2542457029
Gm02.30356575,0.1939148123,0.2991176812
Gm02.30356672,-0.00602634735,0.9555610022
Gm02.30356701,-0.02230523515,0.9231291011
Gm02.30381194,0.04609500522,0.7517011618
Gm02.30404009,0.3104444883,0.143705112
Gm02.30408639,-0.01023828168,0.9420695302
Gm02.30471980,-0.03229718609,0.9044437901
Gm02.30596258,0.0926246,0.3220445344
Gm02.30604937,-0.1924321496,0.2095513109
Gm02.30627789,-0.3854057521,0.09829453121
Gm02.30651467,-0.1091439179,0.5082386517
Gm02.30689393,-0.1451874105,0.3057646847
Gm02.30689596,0.008109526481,0.976866106
Gm02.30689740,0.215832424,0.3005607311
Gm02.30690038,-0.2801863076,0.1237724709
Gm02.30789100,0.08287756733,0.5607490708
Gm02.30792799,0.1287953849,0.435848799
Gm02.30792875,-0.03126611918,0.9050480733
Gm02.30792876,0.02519789944,0.8992329066
Gm02.30792922,0.07957849478,0.6772796901
Gm02.30792960,0.05567336146,0.7923560701
Gm02.30801931,-0.06335930126,0.4637052037
Gm02.30802229,-0.144469341,0.3276261682
Gm02.30802402,0.05645978083,0.5392982943
Gm02.30802724,-0.01261404102,0.8317443711
Gm02.30803436,0.01301664318,0.8510821108
Gm02.30805005,-0.3993909807,0.1391755414
Gm02.30806304,-0.1514300235,0.2877399837
Gm02.30806529,-0.1371408064,0.3275641854
Gm02.30807421,0.1994869585,0.4694876472
Gm02.30809164,0.01209415364,0.9425078308
Gm02.30809205,0.3682766041,0.135248066
Gm02.30939542,-0.2629591264,0.2463098089
Gm02.30939831,-0.1168610208,0.6166659738
Gm02.30939907,0.2304680932,0.2016488145
Gm02.30939979,0.03018671147,0.6590653232
Gm02.30940046,-0.2627453918,0.2594337456
Gm02.30940679,-0.1043901874,0.5221081882
Gm02.31037674,0.3602618244,0.2422401394
Gm02.31047388,0.33907308,0.163912988
Gm02.31116883,-0.01904221298,0.8678124068
Gm02.31117495,-0.009143887918,0.9610222687
Gm02.31136689,0.04386345217,0.7337208509
Gm02.31137426,-0.02024988579,0.7734772111
Gm02.31138897,-0.1559482612,0.342008068
Gm02.31139353,0.07973438599,0.767277477
Gm02.31150077,0.03998828599,0.8723641261
Gm02.31153183,0.1220245894,0.4337085391
Gm02.31153705,-0.07838180543,0.7253025682
Gm02.31153971,-0.0946269544,0.1074990521
Gm02.31154682,-0.1168585631,0.4826104268
Gm02.31156638,-0.01241242879,0.8617154559
Gm02.31157124,0.09916070207,0.6232943361
Gm02.31215988,0.5697363313,0.01615036939
Gm02.31238532,0.08375062763,0.5079158358
Gm02.31250770,-0.4333050773,0.07126174044
Gm02.31251713,-0.07324688275,0.6907633861
Gm02.31253607,0.09247108449,0.67185942
Gm02.31361749,-0.05760341836,0.8214716854
Gm02.31363652,-0.1624167648,0.2715886353
Gm02.31380095,-0.05933435704,0.3242513008
Gm02.31380810,-0.224246212,0.3843742185
Gm02.31380878,0.02468493185,0.8993522319
Gm02.31381394,0.07313474156,0.4331938005
Gm02.31999687,-0.009203340038,0.9709762685
Gm02.32000903,0.06858342726,0.3585153477
Gm02.32040104,0.1371701826,0.05891478807
Gm02.32040460,-0.08345071273,0.6319014714
Gm02.32183066,-0.06855056441,0.4757488304
Gm02.32225792,-0.1201126044,0.6638383672
Gm02.32247785,0.08947683772,0.6811447924
Gm02.32249031,0.0557423713,0.3676352947
Gm02.32249670,-0.1653911316,0.5026763076
Gm02.32252889,0.01246887314,0.8839358953
Gm02.32314930,-0.2164401917,0.3598270213
Gm02.32458980,-0.2055653935,0.02537426119
Gm02.32552638,-0.1227704403,0.4361405962
Gm02.32610921,-0.1227325315,0.5095201825
Gm02.32750507,0.01461619349,0.9199491565
Gm02.32752174,-0.09457929339,0.3936523638
Gm02.33478042,-0.1064206054,0.1470964277
Gm02.33483286,0.4611880576,0.01201915034
Gm02.33484930,-0.1172615242,0.5631852916
Gm02.33761269,-0.1670940799,0.2373648227
Gm02.33762391,0.05096134942,0.6783784728
Gm02.33764713,-0.09967275579,0.1794306149
Gm02.34062747,0.1716212851,0.2875324947
Gm02.34063177,-0.1476558705,0.3985559381
Gm02.34274494,-0.0239303821,0.8332189822
Gm02.34506859,0.05840762735,0.7932130582
Gm02.34960831,-0.1065143464,0.605866691
Gm02.35011802,0.1610149489,0.03301200039
Gm02.35011807,-0.008026001047,0.9622971528
Gm02.35011879,-0.02319295969,0.8260896517
Gm02.35024185,0.1359642043,0.4068117955
Gm02.35024970,0.07232245578,0.549955397
Gm02.35186955,-0.02634364552,0.7764968222
Gm02.35266966,-0.09549964359,0.6268689379
Gm02.35309748,0.1878468252,0.3614321131
Gm02.35310469,-0.01648624482,0.9013554837
Gm02.35650437,-0.168890528,0.3494696564
Gm02.35679108,0.2364260914,0.356617404
Gm02.35783247,0.1184554584,0.5310091901
Gm02.35784810,0.06369141634,0.4829642953
Gm02.35801456,0.06109135727,0.6794128935
Gm02.35808024,0.3642688584,0.03839362342
Gm02.35821269,0.06953529965,0.7897501889
Gm02.35821475,0.1064627705,0.5291945624
Gm02.35821543,-0.1339040537,0.5770616824
Gm02.35821560,-0.005233782933,0.974409386
Gm02.35821634,-0.03347050146,0.8491682108
Gm02.35821678,-0.1544731496,0.4777249353
Gm02.35822903,0.1160613395,0.5616994901
Gm02.35823371,-0.1171007836,0.5375249757
Gm02.35823478,0.007948710546,0.9168426598
Gm02.35823582,-0.03572523695,0.8398932582
Gm02.35824041,-0.2041182319,0.02114772653
Gm02.35824312,0.3037053428,0.169408666
Gm02.35824499,-0.0751903212,0.6467423647
Gm02.35834506,-0.0960049496,0.2828772084
Gm02.35930611,-0.1391263131,0.3779102215
Gm02.36124985,0.02434337776,0.8904719967
Gm02.36168878,0.01557344696,0.8981624428
Gm02.36171536,-0.159292669,0.0386066935
Gm02.36171712,-0.08394192652,0.6119419217
Gm02.36172306,-0.01290810829,0.9512528535
Gm02.36172486,-0.1126658519,0.5866692719
Gm02.36172762,0.003511905828,0.9852144365
Gm02.36173884,0.1239244575,0.3238749782
Gm02.36174040,0.1240481657,0.5042625752
Gm02.36174253,0.1378619258,0.3547013163
Gm02.36183125,-0.1428571402,0.3314659509
Gm02.36184405,0.3302308767,0.1471770988
Gm02.36199383,0.07475612255,0.4151809977
Gm02.36207987,-0.08589641508,0.2474180716
Gm02.36208261,0.06355283716,0.310708788
Gm02.36300982,-0.2366148149,0.3096073865
Gm02.36333630,0.249923169,0.0789656414
Gm02.36333645,0.02828766428,0.7500975727
Gm02.36333647,0.2642129546,0.2297233809
Gm02.36335717,0.002400498154,0.9836061922
Gm02.36410830,0.09270746373,0.3042568715
Gm02.36485572,0.03506013926,0.7961166942
Gm02.36486041,-0.008857547551,0.8838249126
Gm02.36487167,0.0289813677,0.6226244926
Gm02.36519851,-0.03767826391,0.5337636277
Gm02.36568940,-0.1439233716,0.4202114371
Gm02.36574614,-0.01343397078,0.8257889754
Gm02.36579013,0.1571768624,0.4267627348
Gm02.36666348,-0.1289110368,0.252003701
Gm02.36674381,0.1516617194,0.01091752312
Gm02.36675263,-0.3001051876,0.2398773322
Gm02.36707648,-0.1074782576,0.6235354046
Gm02.36708339,0.1644469884,0.2804109454
Gm02.36714356,-0.08441973726,0.4588078503
Gm02.36738278,0.03103445166,0.8056133707
Gm02.36748585,0.08921435588,0.5753276134
Gm02.36750008,0.3419520147,0.1408691402
Gm02.36751098,0.1344117867,0.02868598801
Gm02.36752407,-0.2765151212,0.0970583595
Gm02.36753383,0.01067489872,0.9227363807
Gm02.36801836,0.2641305324,0.1236002836
Gm02.36836301,0.01443680694,0.7985962215
Gm02.36836333,0.2294568165,0.03566088193
Gm02.36836409,0.1969055027,0.1298401328
Gm02.36865677,0.02224679611,0.6960494195
Gm02.36867735,0.3789256904,0.006305804641
Gm02.36874726,0.2446034698,0.06144627135
Gm02.36874950,-0.003164661607,0.9780968848
Gm02.36884404,0.07530616613,0.734466072
Gm02.36888513,-0.2477414367,0.1386971917
Gm02.36893068,0.1909584821,0.3231862557
Gm02.36910305,0.3502505292,0.05404083871
Gm02.36914351,-0.09647843698,0.6299576666
Gm02.37065057,-0.007224297286,0.9180003925
Gm02.37235911,0.08225035431,0.1782304756
Gm02.37236048,0.03379217618,0.8606574083
Gm02.37253079,-0.05258453637,0.3611852906
Gm02.37253333,0.04731343326,0.7806352559
Gm02.37350982,0.02949522443,0.8101034996
Gm02.37451838,0.1097439512,0.5431419318
Gm02.37471177,0.0531441632,0.689290129
Gm02.37471327,0.0263844866,0.6581760644
Gm02.37471903,0.08137727864,0.4352503868
Gm02.37576480,-0.280250257,0.2990763251
Gm02.37576651,-0.1411600628,0.5281354528
Gm02.37576689,0.1426241973,0.4140947334
Gm02.37576851,-0.02201326085,0.9267171992
Gm02.37576990,0.2689402182,0.2802578987
Gm02.37577435,0.1636449318,0.2926605775
Gm02.37628438,0.02646489135,0.905425865
Gm02.37628775,-0.02916143369,0.8816113895
Gm02.37628840,0.0822344405,0.1321911229
Gm02.37628856,0.1860059837,0.1043131052
Gm02.37643270,-0.01010904994,0.8592199757
Gm02.38047860,0.09512576085,0.5208517026
Gm02.38089530,0.07111450625,0.2103540376
Gm02.38114749,0.06039093433,0.3605416305
Gm02.38115723,0.01568260996,0.8849602889
Gm02.38117936,0.02639180015,0.8471174218
Gm02.38245790,0.01859118497,0.8872292141
Gm02.38257318,-0.07430137968,0.6353568817
Gm02.38402135,-0.08466266579,0.4975053237
Gm02.38446541,-0.07620390758,0.4612794055
Gm02.38478674,-0.113262387,0.3341813734
Gm02.38498176,0.0393580328,0.4817898595
Gm02.38543118,-0.02655544684,0.6810604982
Gm02.38563431,0.03504779116,0.5208223003
Gm02.38613880,-0.1559607302,0.2917970345
Gm02.38655878,-0.02900096863,0.5987732307
Gm02.38709968,-0.2071076344,0.1610576323
Gm02.38712689,0.004939040747,0.9674835825
Gm02.38714439,0.1284050273,0.5159627932
Gm02.38740369,0.303229271,0.1123399362
Gm02.38756143,-0.03522821904,0.7813942499
Gm02.38830595,-0.01612406752,0.7902792469
Gm02.38843994,0.06482365473,0.6308663819
Gm02.38845014,0.04539184835,0.4239414712
Gm02.38888631,0.1506657193,0.5463736736
Gm02.38926884,0.1594808473,0.1653041004
Gm02.38960287,-0.145952632,0.281010626
Gm02.38965701,0.06619233943,0.2398082386
Gm02.39050916,0.03294411799,0.737632548
Gm02.39064568,0.2045883672,0.02758921364
Gm02.39084979,-0.0209464577,0.8686359424
Gm02.39089284,-0.007469712987,0.8859778344
Gm02.39090188,0.02068837773,0.6849921523
Gm02.39130231,0.1194689453,0.02528096825
Gm02.39132477,-0.04043474668,0.4706570265
Gm02.39133581,0.1728371005,0.04928286761
Gm02.39134908,0.2073877704,0.133008908
Gm02.39143168,-0.006869045904,0.976512897
Gm02.39156599,-0.0477593739,0.6603217152
Gm02.39177707,0.1220580521,0.5187721992
Gm02.39241878,0.3462063173,0.0564911366
Gm02.39271952,-0.04206167112,0.8166953312
Gm02.39293622,-0.03252110524,0.8449503759
Gm02.39317730,-0.02561979597,0.7450231962
Gm02.39341504,0.03849603401,0.8569010185
Gm02.39341833,0.05582757955,0.3562380534
Gm02.39343325,0.1904951085,0.0101865894
Gm02.39413604,0.001535009954,0.9772818619
Gm02.39439932,0.3549919342,0.01150895834
Gm02.39450967,0.03416039669,0.6176622076
Gm02.39451469,0.1797582142,0.01274669561
Gm02.39452264,-0.3010648891,0.02580065087
Gm02.39452320,0.0118662427,0.8187214396
Gm02.39452356,-0.1676713185,0.2279140752
Gm02.39471144,-0.09419746004,0.5600977779
Gm02.39471178,-0.02591619448,0.8003430657
Gm02.39522964,-0.05459364461,0.6085638501
Gm02.39523743,0.001813874306,0.9722640147
Gm02.39524167,0.1385543835,0.2819197744
Gm02.39524294,-0.1267211485,0.6218832685
Gm02.39526332,0.2150119787,0.2339306021
Gm02.39526447,0.1951066626,0.4183395168
Gm02.39534669,0.2003099996,0.009763036866
Gm02.39559908,-0.02251295583,0.6575075456
Gm02.39600722,-0.06473217646,0.7055031482
Gm02.39615010,0.04646587461,0.4053845562
Gm02.39627302,-0.1044001164,0.03877906329
Gm02.39644326,-0.02202558656,0.8911811875
Gm02.39657330,0.1557518737,0.5556443644
Gm02.39657381,0.001761975258,0.9905841027
Gm02.39660626,-0.03891199313,0.6521281683
Gm02.39661135,-0.01347291294,0.8226396577
Gm02.39693579,0.06435302139,0.2043803515
Gm02.39736473,0.02002132556,0.6847938663
Gm02.39752636,-0.1050960864,0.5450529741
Gm02.39778500,0.1469671142,0.4541434049
Gm02.39877263,-0.07194323406,0.157579369
Gm02.39878571,0.2803343316,0.2086257248
Gm02.39881870,0.01626119874,0.7417429569
Gm02.39886750,0.0601648532,0.6892764548
Gm02.39887161,0.5541291492,0.07774138148
Gm02.39887441,-0.2816467604,0.1005547961
Gm02.39947215,0.09339223246,0.4973207499
Gm02.39975414,-0.02845925321,0.8708821264
Gm02.39975424,0.05319045322,0.7680505009
Gm02.40003725,0.1612615658,0.1887798308
Gm02.40042507,0.06131615718,0.2345601254
Gm02.40058782,-0.02150554856,0.7909265504
Gm02.40074271,-0.02503141137,0.8236023181
Gm02.40083169,-0.00632197652,0.9744923272
Gm02.40097977,-0.08092720993,0.5493404111
Gm02.40112533,0.07397961637,0.2882993237
Gm02.40119776,-0.006877349046,0.9703849825
Gm02.40120349,-0.1444320075,0.4564001084
Gm02.40132984,-0.1414598004,0.2450722223
Gm02.40239674,-0.1211185662,0.4961415905
Gm02.40243855,0.00273754337,0.987370478
Gm02.40347368,0.103889968,0.3766635268
Gm02.40349073,-0.1556302091,0.2732635132
Gm02.40350783,-0.144467968,0.05091984682
Gm02.40352598,-0.1119347633,0.3916434355
Gm02.40353989,0.06939894609,0.2872743779
Gm02.40357069,-0.08980101142,0.6601922809
Gm02.40357631,-0.1150583027,0.3411201231
Gm02.40361253,0.0131012558,0.7965591642
Gm02.40362535,0.03445767359,0.4855705332
Gm02.40362698,0.05809250251,0.3502204687
Gm02.40406032,0.04570464537,0.3792292584
Gm02.40415476,-0.166900989,0.02020122803
Gm02.40430419,-0.1041031057,0.266045004
Gm02.40449942,0.2304505847,0.2396847775
Gm02.40489790,-0.02104316043,0.797692274
Gm02.40531536,-0.0480117242,0.499608608
Gm02.40532290,-0.0231322118,0.8852562186
Gm02.40693747,-0.01933750961,0.8086940888
Gm02.40707089,-0.006387629973,0.9441359985
Gm02.40709352,-0.07540488283,0.1592983836
Gm02.40724173,-0.183881667,0.3353751805
Gm02.40731007,-0.0563072831,0.254895985
Gm02.40732483,0.01182048582,0.8482256108
Gm02.40758231,0.109305166,0.2580139593
Gm02.40758253,-0.1340545683,0.4366886731
Gm02.40817534,0.01433159164,0.7666340937
Gm02.40831221,0.1713183059,0.5873884231
Gm02.40832924,-0.0832731884,0.1197103384
Gm02.40866746,0.04956448842,0.7789535817
Gm02.40906355,0.02881187112,0.564184277
Gm02.40920008,0.3277997146,0.06246555687
Gm02.40921590,0.02036769189,0.7828762793
Gm02.40921593,-0.06511478656,0.4021757586
Gm02.40933954,-0.007037050893,0.887536628
Gm02.40934117,0.03247981985,0.5517002983
Gm02.40954256,0.1380132929,0.3696876208
Gm02.40954321,0.0528702839,0.7707557007
Gm02.40955309,-0.01123429986,0.884414262
Gm02.40956326,-0.08389389712,0.1018715085
Gm02.40963539,0.05135881289,0.3745786519
Gm02.40966690,-0.01479171111,0.8346913946
Gm02.40979304,0.01613809501,0.9223622426
Gm02.40980294,-0.2333905138,0.2302984417
Gm02.40981290,-0.002932118295,0.9707700443
Gm02.40981860,0.07138228699,0.6592355123
Gm02.41008701,-0.0480151098,0.8805823285
Gm02.41021425,0.01239911357,0.8659446256
Gm02.41021591,0.5788284383,0.04328039909
Gm02.41032570,0.09613428975,0.1075498902
Gm02.41066104,0.09294575441,0.1711547131
Gm02.41067390,-0.0779308686,0.6276807937
Gm02.41114786,0.003781967589,0.9417094457
Gm02.41115189,0.2681984414,0.1666072517
Gm02.41222929,0.02460438686,0.6686842272
Gm02.41225010,0.03862829182,0.8018904865
Gm02.41226605,0.0427320882,0.5188946456
Gm02.41256942,-0.05625595657,0.3379184262
Gm02.41263104,0.009278704788,0.8619309783
Gm02.41272491,-0.0410575744,0.5139863395
Gm02.41322315,-0.06314995329,0.2162643854
Gm02.41342243,-0.05163032663,0.526481315
Gm02.41342724,-0.2646962261,0.2009475877
Gm02.41343184,0.007934234553,0.8951922237
Gm02.41371858,0.1340876971,0.6385106031
Gm02.41374394,-0.00740125019,0.924147021
Gm02.41388690,0.08245361017,0.09531398534
Gm02.41390031,-0.1030659486,0.06206954558
Gm02.41392634,-0.234529999,0.207703733
Gm02.41403721,-0.03386556828,0.5187244373
Gm02.41420885,-0.05447003927,0.3288103717
Gm02.41421008,0.02387208345,0.6418586716
Gm02.41421273,0.06746524087,0.7292742087
Gm02.41423207,0.3173528932,0.05255949062
Gm02.41471898,-0.03482601079,0.8360609083
Gm02.41577095,-0.2137196565,0.2941690718
Gm02.41577163,-0.3274288924,0.1044940124
Gm02.41585324,-0.04881126786,0.4063693141
Gm02.41586760,0.08498875251,0.480136021
Gm02.41612510,0.2280863849,0.4295159855
Gm02.41627797,0.1026972252,0.04704214753
Gm02.41656105,0.02589428813,0.9182541001
Gm02.41674518,-0.2698301788,0.1968622924
Gm02.41696149,0.05503323177,0.7776975564
Gm02.41729368,-0.07342004361,0.1673634846
Gm02.41734629,-0.08953989059,0.1444114607
Gm02.41789351,-0.03201109481,0.7049767754
Gm02.41789447,0.02154454054,0.8578238066
Gm02.41800237,-0.04406716204,0.3849834527
Gm02.41815608,-0.03545179767,0.8661282223
Gm02.41816041,0.259299527,0.2016279047
Gm02.41841784,-0.05180697091,0.5272200624
Gm02.41844370,0.03996962193,0.4783134326
Gm02.41844497,0.1050994203,0.3872879137
Gm02.41913550,0.03329388323,0.6530258638
Gm02.41921989,0.2961979046,0.01546478345
Gm02.41933632,-0.1308764847,0.3097739409
Gm02.41946777,0.01691192487,0.8149671709
Gm02.42014979,0.19543487,0.09876828815
Gm02.42039738,0.3578270753,0.1441292271
Gm02.42073183,0.03149310279,0.9026648183
Gm02.42073240,-0.08212495534,0.7011027376
Gm02.42073469,0.09664987387,0.5418164592
Gm02.42096117,-0.2740007726,0.3020685624
Gm02.42096962,-0.1710127006,0.0257325189
Gm02.42145358,0.08458752792,0.3293322413
Gm02.42176658,-0.02695682515,0.7234936586
Gm02.42185045,-0.01126948806,0.9151669509
Gm02.42187582,-0.1011624796,0.07385278194
Gm02.42230441,-0.01290132976,0.8635646418
Gm02.42324568,-0.1640509726,0.4125834187
Gm02.42325653,-0.04678995595,0.3922068877
Gm02.42370134,0.01409778696,0.9216326027
Gm02.42370173,0.1194490051,0.04161341163
Gm02.42399494,-0.1148861989,0.3816253337
Gm02.42455700,0.007272388933,0.9603552717
Gm02.42458746,-0.03446510213,0.7236958652
Gm02.42503712,0.4199425823,0.02835184821
Gm02.42522944,0.01748220942,0.7562583747
Gm02.42549894,-0.003663125187,0.9466293415
Gm02.42554377,0.02633252941,0.7186895741
Gm02.42565644,0.1618937984,0.4155213579
Gm02.42590323,-0.1774136503,0.2492246763
Gm02.42600805,0.03375909348,0.868404236
Gm02.42600936,0.001016146889,0.9956373246
Gm02.42607986,-0.2218917024,0.111025698
Gm02.42610331,-0.02438070241,0.658160402
Gm02.42682769,0.01219938012,0.9539497202
